State_Name,City,"Round(AVG(Mean),1)","Round(AVG(Median),1)"
Ohio,Warren,47868.7,76174.8
Oklahoma,Macomb,47856,35461
Pennsylvania,Reedsville,47855,300000
Maine,Whiting,47854,38190
Oregon,"Myrtle Point",47851,30714
Iowa,Oelwein,47843,300000
Missouri,Holliday,47841,41188
Virginia,Bedford,47841,37426.5
Utah,Moab,47836,39833
Minnesota,Hendricks,47830,43453
"South Carolina",Pickens,47824.3,39344.3
Colorado,"Mc Clave",47822,45067
Mississippi,Pearl,47821.2,105573.8
Minnesota,Appleton,47820.3,38720.7
Pennsylvania,Colwyn,47820,44936
Florida,"Ft Myers",47819.6,88848.2
"South Carolina",Summerton,47819,28963
Alabama,Fairfield,47818.8,100515.5
Illinois,Tamaroa,47812,46693
Iowa,"St Ansgar",47811.5,32003
Nebraska,Wolbach,47811,300000
Pennsylvania,Huntingdon,47810.5,39164.5
"North Carolina",Mcadenville,47795,42141
Illinois,Golden,47782,46384
Minnesota,Goodridge,47780,47009
Kansas,Dexter,47779,40626
Tennessee,Telford,47777,37705
Missouri,"Whiteman Afb",47766.5,43604.5
Texas,Morgan,47763,36059
Missouri,"Sunrise Beach",47755.2,38553.8
Maine,Sullivan,47748,37924
Illinois,Urbana,47744.8,99017.5
"South Carolina",Williamston,47735,42533
Louisiana,Mansura,47730,29898
Arkansas,Earle,47727.7,36484.7
Ohio,"West Milton",47721,172236
Pennsylvania,Marienville,47718.5,163526.5
Kansas,Caney,47717,49228
Alabama,Blountsville,47717,30660
"West Virginia",Wayne,47714,21115
California,"Hamilton City",47707,33487
Pennsylvania,"Mount Carmel",47705,38778.5
"West Virginia",Barrackville,47705,39625.5
"North Carolina",Mocksville,47694,39297
"North Carolina",Greenville,47692.2,63737.6
Georgia,Augusta,47681.1,66870.9
Wisconsin,Crandon,47678,37384
Nebraska,Ansley,47672,32870
"West Virginia","Green Bank",47667,38220
Texas,Tivoli,47659,34375
Missouri,Anderson,47658,35626
"West Virginia",Talcott,47658,36358
Louisiana,Hammond,47656.2,33589.2
Alabama,Woodland,47650,37660
Ohio,Arcadia,47648,37583
Nebraska,Hooper,47647,300000
Ohio,"Seven Mile",47625.5,37263
Minnesota,Clearbrook,47611.5,41226
Virginia,Blairs,47603,35071
Georgia,Lagrange,47600.2,32204
Michigan,Inkster,47591.4,38486
Texas,Broaddus,47586,30856
Ohio,Toronto,47582,44002.3
Alabama,Rainsville,47577.5,38202.5
Missouri,Marionville,47570,38020
Tennessee,Bolivar,47564,35947
Mississippi,Raleigh,47563,33330
Utah,"Montezuma Creek",47557,30059
Colorado,Walsh,47555,34309
Arkansas,Pangburn,47551,37175.5
Kentucky,Carrollton,47545,30760
Iowa,Mingo,47531,35901
Iowa,Ute,47530,38104
Virginia,Hillsville,47528,40874
Georgia,Royston,47526,33689.3
"North Carolina",Dunn,47505,29041.5
Pennsylvania,"Pen Argyl",47505,33890.3
"New Jersey",Waretown,47504,122641
Ohio,"Oak Hill",47500,41356
Michigan,Jonesville,47496,39165
Louisiana,Jackson,47493,24886
Iowa,"Round Lake",47492,39213
Texas,"Port Isabel",47491.5,37038.5
Oregon,"Klamath Falls",47484.6,41838.6
Michigan,Mayville,47483,39846
Nebraska,Arapahoe,47478.5,37517.5
Michigan,Beaverton,47477,36773
Illinois,Farmersville,47463,37999
Minnesota,Erskine,47450,38599
Arkansas,Magnolia,47447,34056
Illinois,Berkeley,47445,35043
Florida,Mulberry,47442,38269
Arkansas,Jasper,47441,31241.5
Georgia,Trenton,47436,35560.5
Georgia,Hartsfield,47434,34268
Texas,Penitas,47424,38373
Mississippi,"Rolling Fork",47423,28018
"West Virginia",Mcmechen,47423,39038
Ohio,Logan,47419.5,35503.5
Louisiana,Bastrop,47418.7,33411
Indiana,"Saint Joe",47415,43927
Virginia,Accomac,47414,34691
Kentucky,Radcliff,47412,34186
"South Dakota",Sisseton,47411,34765.5
Pennsylvania,Portage,47407,34054
Ohio,Greenville,47403.3,35878.7
Illinois,Edwardsville,47399,41927.5
Oregon,Nyssa,47397,38925
Georgia,Claxton,47395,35581.5
Washington,"Port Hadlock",47393,47348
Ohio,Bethel,47392,39823
Pennsylvania,Kersey,47392,41985
Louisiana,Independence,47384,35527
Wyoming,Torrington,47383,171237.5
"North Carolina",Coats,47377.5,37520
Minnesota,Sandstone,47376,41067
Wisconsin,"Little Chute",47373,41368
Florida,Clarksville,47372,42002
Indiana,Milltown,47364,34537
California,Yreka,47362,43058
Missouri,Farmington,47345,39082
"North Carolina",Hendersonville,47343.9,68393
Missouri,Centralia,47338,53438
Louisiana,Arabi,47335,43658
Texas,"La Marque",47324.8,34973
Michigan,Oscoda,47322,35948
Ohio,Lowell,47320.5,36973.5
Kansas,"Blue Rapids",47318,40587
Alabama,Marion,47317,300000
Mississippi,"Hickory Flat",47316,31231
Missouri,Branson,47305,35235.5
"South Dakota",Sturgis,47303,38918
"North Dakota","West Fargo",47300.3,39741.7
Ohio,Piqua,47295,174083
Oregon,Dallas,47293,35773
Georgia,Butler,47290,36217.5
Pennsylvania,Ulysses,47289,39779
Texas,Redwater,47287,38945
California,Bell,47286,46398
"North Carolina",Wilson,47283,40383.6
Ohio,"Mount Vernon",47276,38172
Louisiana,Natchitoches,47274,29986.3
Michigan,"Lincoln Park",47273.4,40250.2
"West Virginia",Accoville,47260,34486
Georgia,Columbus,47256.9,52698.1
Arizona,"St Johns",47256,37626
Michigan,Hermansville,47256,39514
Ohio,Barberton,47251,87538.8
"New York",Bronx,47248.2,52956.3
Colorado,Cedaredge,47248,37122
Oklahoma,Olustee,47243,39080
Kentucky,Cloverport,47240,38886
California,"Rail Road Flat",47235.5,38808.5
Mississippi,Clarksdale,47223,39346.3
Kentucky,"Dawson Springs",47220,46227
Oklahoma,Cement,47216,41268
Michigan,Pigeon,47215.5,35935
Texas,Schulenburg,47211,34552
Texas,Ferris,47204,24933
Georgia,Washington,47201,39524
Alabama,Albertville,47199.5,160358.5
Montana,"West Yellowstone",47199,35182
"New York","Ontario Center",47196.5,27830.5
Idaho,Buhl,47196,34322
Indiana,"N Manchester",47180,43336
Ohio,Barnesville,47177,35416
Illinois,Maywood,47176.3,27097.3
Tennessee,Sharon,47174,37650
Ohio,Girard,47172,35925
Texas,Kerrville,47171.3,123868
Florida,"Coconut Creek",47168,41619
Missouri,Liberty,47167,38637
"New York","Schroon Lake",47166,30134
Wisconsin,Cazenovia,47163,300000
Mississippi,Fruitdale,47161,27392
Arkansas,Dover,47160,33316
Missouri,Kennett,47137,31887
Wisconsin,Blair,47129,36884
"North Carolina","Roaring River",47115,32492
Idaho,Filer,47110,42397
Louisiana,"Krotz Springs",47108,29336
Virginia,Haysi,47106,27879
"West Virginia",Harts,47101,35798
Mississippi,Iuka,47093.5,39683.5
Tennessee,Erwin,47091.2,28625.2
Oregon,Newport,47090,24483
"New Jersey",Bridgeton,47086,162130.5
Texas,Palacios,47085,300000
Georgia,Cordele,47084.3,33077.7
Texas,Denison,47079.2,104562.2
"South Carolina",Ruffin,47073.5,35351
"North Carolina",Vanceboro,47068,38138
Georgia,Comer,47063,22284
Alabama,Troy,47058.5,35027
"South Dakota","Lake Andes",47052,30209
Missouri,Oran,47044,41013
Arizona,"Prescott Valley",47042,35060.7
"West Virginia",Clarksburg,47033.5,35642
Mississippi,"Horn Lake",47031.3,38338.3
Alaska,Hughes,47031,33763
Arkansas,Blytheville,47028.3,36149.3
"South Carolina","Honea Path",47027,34746
Mississippi,Foxworth,47024,31266
Ohio,"New Carlisle",47019,300000
Washington,Sunnyside,47018,101551
Alabama,"Fort Gaines",47014,41328
Texas,"College Station",47006,38683.6
Georgia,Nashville,47001,37340
California,Cudahy,46995.2,38067.2
Virginia,Lexington,46993.5,155575.5
Nebraska,"Cedar Rapids",46989,41350
Michigan,Sheridan,46980,41010.5
Missouri,Clarksburg,46965,33684
Iowa,Royal,46965,42400
Missouri,Kahoka,46961,38573
Kentucky,Falmouth,46946,31459
Massachusetts,Gardner,46945.7,37257.7
"North Carolina",Jonesville,46944,30035
Illinois,Cicero,46939.1,151544
Oregon,Condon,46939,43147
Florida,Celebration,46937,35196
Ohio,Hopewell,46931,43781
"North Carolina","Mount Holly",46929.3,38756.3
Iowa,Onawa,46925.5,35852
Pennsylvania,"Port Allegany",46907,36064
Ohio,Troy,46899.5,98931.5
Texas,"Van Vleck",46899,27501
Georgia,Nahunta,46888,37328
Massachusetts,"New Bedford",46886,35156.6
Oregon,Lebanon,46885.5,38485
Indiana,Bedford,46885,38563.5
"North Carolina","Spruce Pine",46884,35166
"South Dakota",Mcintosh,46882,36375
Indiana,Laporte,46878,213064.3
Oklahoma,Altus,46877,39024
Georgia,Hinesville,46869,40009
"South Dakota",Spearfish,46868,32031
Michigan,"Rogers City",46864,39240
Kentucky,Keavy,46857,40094
Louisiana,Pollock,46853,38129
Illinois,Watseka,46845,35718
Georgia,Hazlehurst,46844,300000
Wisconsin,Drummond,46843,173630.5
"South Carolina",Bennettsville,46838,39493
Maine,"Dyer Brook",46836,38573
Texas,Cameron,46835,18863
Pennsylvania,Davidsville,46833,39770
Arizona,Youngtown,46831,36258
Tennessee,Holladay,46830.5,32395
Texas,Killeen,46827.5,63647.3
"North Carolina","Kings Mountain",46825.5,36212
"South Carolina",Cheraw,46823.7,29656
Alabama,Ramer,46816,32820
California,"South El Monte",46816,33670
Virginia,Nickelsville,46810,46659
Montana,Ryegate,46804,39177
Alabama,"Dixons Mills",46803.5,31896
Alabama,Kinston,46792,30746
Tennessee,Sparta,46791,40465
Georgia,Irwinton,46787.7,38735.3
Alabama,Valley,46786.5,33160
Florida,Vernon,46783,40413
Colorado,Mosca,46783,35802
Kentucky,"Cold Spring",46779,37166
Mississippi,Jackson,46776.2,39674
Minnesota,Owatonna,46772,36367
Montana,Stevensville,46766,37288
Oklahoma,"Pauls Valley",46760,29297
Iowa,Estherville,46759,31008
"North Carolina",Yanceyville,46757,37936.5
Oregon,Lakeview,46752,35179
Illinois,Carrollton,46747,41243
Texas,"East Bernard",46745,35837
Florida,"North Fort Myers",46743.7,35448.3
Michigan,Dowagiac,46743,39660
Michigan,Skanee,46743,38432
Iowa,Burlington,46742,34477.7
Florida,Gulfport,46738.7,34872.3
Michigan,Farwell,46727.5,36768
Illinois,Anna,46722,36314.5
Missouri,Gilliam,46718,40393
Ohio,Pioneer,46716,36559
California,Orosi,46714,45936
Idaho,Jerome,46707,40171
Missouri,"Sweet Springs",46705,38080.5
Pennsylvania,Export,46702,300000
Illinois,Rantoul,46698.5,41023
California,"Raisin City",46691,35472
Oklahoma,Drummond,46672,40431
Michigan,Remus,46671.5,38774
Oregon,"Lincoln City",46662,41353.5
Michigan,"Burr Oak",46661,42433
Michigan,Corunna,46656,40730
Wisconsin,Baraboo,46654.5,36740
"North Carolina",Asheboro,46651.5,35505.8
"West Virginia",Racine,46639,30078
Ohio,Crestline,46628.3,36855
Mississippi,Quitman,46621.3,33616
Maine,"Bar Harbor",46620,37226
Kansas,Rossville,46613,37578
Kentucky,"Ft Knox",46608.3,131867
Michigan,Kingsford,46606,42312
Tennessee,Ardmore,46603,36690
Ohio,Belmont,46602,36172
"New York",Cattaraugus,46589,37729
Illinois,"West Peoria",46588,300000
Michigan,Saginaw,46586.8,65869.7
"North Carolina",Pineville,46586,39050
California,"Trinity Center",46578,28082
Missouri,Nevada,46577,32640
Virginia,Bluefield,46576,42025
Illinois,Colchester,46574,42143
"South Dakota",Whitewood,46569,32339
Minnesota,"Albert Lea",46557.7,37826.3
"New York",Belmont,46554,39086
Texas,Childress,46548,24948
Ohio,Lorain,46526.8,62830.3
Georgia,Greenville,46526,41597
"West Virginia",Vienna,46517.5,36910
Indiana,Aurora,46514.5,35977
"North Carolina",Clinton,46513.3,35163
California,"Clearlake Oaks",46508,28512
Massachusetts,Winchendon,46502,300000
Florida,Clewiston,46491,300000
Kansas,Lincoln,46475,40368.5
Oklahoma,Verden,46472,33231
Florida,"Winter Haven",46466.2,80126.5
Washington,Colville,46465,39817
Arkansas,Paragould,46454,34967.8
"New York","Fort Covington",46446,40129
Virginia,Henry,46445,40607
Michigan,Melvindale,46432.5,41542
Michigan,Taylor,46429.6,37958.4
Oregon,Enterprise,46428,36114
Ohio,Woodsfield,46427.3,37180
"South Carolina",Richburg,46425.5,32350.5
Georgia,"Blue Ridge",46424.5,37675.5
California,Cotati,46420,30718
Georgia,Albany,46413.5,54255.5
Florida,Labelle,46410.3,36725.3
Kentucky,Grayson,46394,36865.5
Arkansas,Keiser,46385,35708.5
"New York","Dover Plains",46380,39792
"North Carolina",Winston-salem,46372.9,67227
Ohio,Sabina,46370.5,38920
Virginia,Elkton,46336,38228
Iowa,Hartley,46332,39776
Michigan,Mancelona,46327,41580
Arkansas,Saratoga,46324,300000
Alabama,Coosada,46319,40242
Mississippi,Pascagoula,46317.8,35785
Illinois,"South Roxana",46316,40530
"New York","Niagara Falls",46315.8,97096.1
Mississippi,Leland,46311,26596
Kansas,"Yates Center",46310,33343
"North Carolina",Brevard,46302,44855
Nebraska,Palmer,46299,300000
"West Virginia",Buckhannon,46293,35432
Oklahoma,Shawnee,46290,36070.8
Arkansas,Perryville,46284,38460
Arkansas,Yellville,46283.5,38358.5
Florida,"Avon Park",46281.3,40508
Georgia,Rome,46280.3,79074.7
California,Colton,46271.2,91520.4
Minnesota,Fosston,46271,36316
Illinois,Swansea,46270,35622
Arkansas,Batesville,46262,37076
Oregon,"Sweet Home",46246,300000
California,Gustine,46245,32622
"Puerto Rico",Guaynabo,46241.2,35445
Ohio,Richwood,46231.5,37468
Michigan,Whittemore,46226,41570
Oklahoma,Arapaho,46225.5,174080
Alabama,Scottsboro,46217.5,37346
Oklahoma,Okc,46217,40772
Missouri,"Union Star",46216,34187
Kentucky,Avawam,46215,32305
Pennsylvania,"North East",46213,33301
Illinois,Sparta,46213,36420.5
Illinois,Grayville,46211,34465
"North Carolina",Ellerbe,46209.5,31309
Illinois,Kinderhook,46206,39148
Ohio,Belpre,46204,30758.5
Illinois,"New Boston",46200,41029
"South Carolina",Easley,46193.8,36497.8
"New York",Gouverneur,46189,35353
California,Westley,46187,27144
Kansas,"Arkansas City",46179.3,37196.3
Missouri,Bloomfield,46179,40753
Oklahoma,Chelsea,46176,44293
Kansas,Parsons,46174.5,35620
Michigan,Cadillac,46171,44624.5
Kentucky,"West Liberty",46171,27660
Arkansas,Clarendon,46169.5,31256.5
Florida,Lauderhill,46151.2,142016.6
Tennessee,Huntland,46151,39197
Michigan,Kinde,46142,35452
Ohio,Graysville,46135,45247
Missouri,Shelbyville,46135,33309.3
"North Carolina",Chocowinity,46134,39483.3
Wisconsin,"La Farge",46131,41924
Washington,"Grand Coulee",46120,29646
Arkansas,Danville,46117,35171
Oregon,Wallowa,46108.5,36779
Texas,"Ore City",46101.5,31451
Wisconsin,Clintonville,46093,300000
Florida,Marianna,46088.2,39035.4
Oklahoma,Sasakwa,46087,32259
Virginia,Cumberland,46083,25738
Missouri,"Creve Coeur",46081,36720
Michigan,Herron,46080,41175
Louisiana,Kaplan,46076,25940
Kentucky,London,46070.7,35939.3
Texas,"Carrizo Springs",46069,29613.5
Missouri,Windsor,46051,38796
Florida,Longwood,46040,34285
Arkansas,Corning,46040,28259
Oregon,Sutherlin,46039,35981
Oklahoma,Kellyville,46039,33763
Missouri,Hermann,46035.5,34615
Florida,Chipley,46034,34284
"New Jersey",Paterson,46017.2,51711.2
Mississippi,Choctaw,46017,39883
"West Virginia",Barboursville,46016,36518
Kentucky,"Paint Lick",46009,39173
"New York",Bradford,45992,37095
Montana,Libby,45988.5,24291
Mississippi,"Yazoo City",45986.5,161135
Oklahoma,Poteau,45978,39850
Arkansas,Fayetteville,45973.4,34660.2
Minnesota,Littlefork,45973.3,36487.3
Alabama,Lafayette,45966,300000
Ohio,"East Liverpool",45963.3,38944.3
"West Virginia","Mount Hope",45957,42064
Minnesota,Mahnomen,45956,36315
Oklahoma,"Fort Towson",45952,34405
Illinois,Waukegan,45949.3,109258
Louisiana,Labadieville,45945,26222
Ohio,Ashtabula,45939.5,38810.8
Florida,"Hialeah Gardens",45939,33712
"North Carolina",Harmony,45937,32988
Ohio,"Huber Heights",45935.8,96157
Texas,Jacksonville,45931.3,35763.3
Oklahoma,Boswell,45931,37947
Missouri,Fredericktown,45908,23845
Arkansas,"Valley Springs",45904,40745.5
Louisiana,Egan,45900,300000
Missouri,Creighton,45896,43453
Montana,Augusta,45894.5,34380
Minnesota,Wells,45892,39937
Montana,Butte,45889.8,81234.8
Idaho,Wendell,45889.5,38335
Texas,Sealy,45883,40271
"West Virginia",Beckley,45882,26672.5
Nebraska,Cozad,45881,36116
Kansas,Mankato,45873.5,38459.5
Tennessee,Troy,45863,34965
Missouri,Portageville,45863,32986
Oklahoma,Checotah,45857.5,33314.5
Tennessee,Lawrenceburg,45854.5,34757.2
Nebraska,"North Bend",45844,300000
Michigan,Boon,45836,167738
Kansas,Norton,45835,36886
Illinois,Milan,45833,30938
Missouri,Jennings,45820,49421
Missouri,Clinton,45818,25330
Colorado,Pueblo,45816.1,90556.4
Ohio,Danville,45814,36767.7
Kentucky,"Beaver Dam",45807,38878
Virginia,Warsaw,45803,35908
Texas,Comanche,45801,30892
Iowa,"Dow City",45800,41171
Virginia,Gretna,45797,39526
Illinois,Westville,45795,40716
"North Dakota",Montpelier,45792,60571
Texas,Bowie,45788,39592
Wisconsin,Gilmanton,45785,45136
"South Carolina",Manning,45784,32512.5
"North Carolina","North Wilkesboro",45774.3,28940.3
California,Dunsmuir,45774,42739
Kansas,Columbus,45774,37463
Illinois,Sandoval,45773,33578
Alabama,"Ft Payne",45767.5,36240
California,Camptonville,45763,32833
Michigan,Houghton,45762,29120
Ohio,Chesapeake,45741.5,35372.5
Maine,Greenville,45737,31083
Texas,Benjamin,45731,35319.5
Kentucky,"Mt Sterling",45728,32787.3
Oregon,Lapine,45721,32564.5
"West Virginia","Gauley Bridge",45721,33025
Iowa,Chariton,45720,33654
Indiana,"Fountain City",45717,33576
Massachusetts,Holyoke,45716.4,35629.8
"North Carolina","Rocky Mount",45712.9,37879
"New York",Oneonta,45708.5,169121
Oregon,Union,45708,40609
Vermont,"North Walpole",45703,32399
"New York",Batavia,45681.7,36806
Texas,Channelview,45678.5,40764
Missouri,Luray,45675,43056
Florida,Gainesville,45673.1,36414.2
Idaho,Mackay,45673,43525
Florida,"Weeki Wachee",45666,25177
"West Virginia",Belle,45664,41165
Georgia,"Cave Spring",45661.5,37776
Oklahoma,Lookeba,45651.5,33139
Kansas,Herington,45633.5,40446
Florida,Chattahoochee,45631.5,34604.5
Indiana,Wabash,45631.5,36815
Nebraska,Gering,45630,45866
"North Carolina",Supply,45625,32324
Ohio,"Washington Court House",45621,36694
Oklahoma,Davis,45618,36598
Minnesota,Finlayson,45615,37990
Georgia,Hapeville,45612,42625
Georgia,Arlington,45609,18746
"North Carolina",Laurinburg,45605.8,95224.5
California,"Desert Hot Springs",45601.5,39397
Iowa,Rockwell,45597,300000
Texas,Aspermont,45593,31956
"South Carolina",Abbeville,45585.7,32245
Iowa,Akron,45577,35640
Pennsylvania,Hawthorn,45574,39798
"South Carolina",Ridgeland,45567,39226
"North Carolina",Lillington,45564,34198
Texas,Burnet,45563.5,40378
"North Carolina",Tarboro,45562.5,34797.5
Arkansas,Murfreesboro,45561,25354
Wisconsin,"Fountain City",45553,46123
Louisiana,Georgetown,45552.5,31773
California,Kerman,45548,29538
California,"Lake View Terrace",45536,33087
Nebraska,Wayne,45528,29174
"New Hampshire",Lincoln,45525.5,35143
Kentucky,Henderson,45524,35794.5
Texas,"Texas City",45507.3,35998.7
Missouri,"Webb City",45500.5,40857.5
Kentucky,Clearfield,45499,43518
Missouri,"Bell City",45498,35120
Illinois,Centralia,45482.5,39441.5
Idaho,Orofino,45480,37550
Arkansas,Bay,45468,37685
Nebraska,Lexington,45466.5,41965.5
Alabama,Lockhart,45465,36849
Arkansas,Poyen,45462.3,40515
Tennessee,Halls,45461,32842
Pennsylvania,Dubois,45448,41427
Florida,Homestead,45447.2,127072.7
Minnesota,Brainerd,45447,37686
Alabama,Tuscumbia,45442,169069.5
Michigan,Menominee,45434,22296
Oregon,Jacksonville,45432,29513
Minnesota,Revillo,45425,50933
Kentucky,Shepherdsville,45421,38483
Arizona,Thatcher,45420.7,118384.3
Ohio,Kent,45404.3,35500.7
Michigan,Bangor,45404,35634
Arizona,Miami,45393,38206
Mississippi,"New Augusta",45383,33652
Missouri,Washburn,45383,33770
Alabama,Leroy,45381,28999
Idaho,Dubois,45380,33841.5
Wyoming,Lingle,45379,30226
Alabama,Holt,45374,35421.7
Utah,Clearfield,45369.3,126221.7
"South Carolina",Brunson,45365,29069
Ohio,Norwood,45360.3,36329
Louisiana,Vivian,45359,31473.5
Florida,"El Portal",45359,34666
Pennsylvania,Galeton,45355,35497
Louisiana,Scott,45350.5,30057.5
Louisiana,Haynesville,45347,29175
Mississippi,"Crystal Springs",45346,24943
"North Dakota",Drake,45325,31641
Indiana,Elkhart,45321.4,96677.2
Tennessee,Mckenzie,45320.5,168390.5
Georgia,Plainville,45317,36307
"North Dakota",Harvey,45311,35054
Illinois,Dekalb,45310.2,35379
Missouri,Matthews,45309,40289
Virginia,Victoria,45309,37080
Florida,"East Palatka",45303,29962
Missouri,Granby,45294,36869
Kansas,Sedan,45294,32025.5
Missouri,Lebanon,45291,119743
Arizona,Young,45288,40205
Montana,Joliet,45287,34031
Texas,Pampa,45285.5,40387
Vermont,Ascutney,45282,39030
Indiana,Clarksville,45282,42716
Indiana,"Cambridge City",45281.5,33265.5
"South Dakota",Vermillion,45280,28622.5
Kentucky,Guthrie,45272,34597
Missouri,Brookfield,45265,27491
Alabama,Sipsey,45265,31524
Louisiana,Logansport,45262.5,33350
Indiana,"Hartford City",45256,34507
Pennsylvania,"Belle Vernon",45255,29148
Kentucky,"Betsy Layne",45246,32396
Illinois,Carthage,45243,46328
Wisconsin,Tomah,45239,37346
California,"San Bernardino",45236.6,53289.9
Tennessee,Erin,45221.5,36953.5
Pennsylvania,"Mc Keesport",45221.2,80402
Kentucky,Pikeville,45220.7,31560.3
Minnesota,Ivanhoe,45220,39084
Kansas,"Kansas City",45206.8,61596.3
Minnesota,"New York Mills",45184,37895
Mississippi,Marks,45182,35899
Alabama,Somerville,45167,41084
Maine,Lee,45167,35679
Missouri,Sullivan,45165.5,176154.5
Massachusetts,Spencer,45163,36772
Georgia,"West Green",45153.7,36531
Illinois,Tamms,45150,36198
"South Carolina",North,45146,38374
Illinois,Effingham,45144.5,38648
Nebraska,Osmond,45140,300000
Oregon,"John Day",45138,32439
Oklahoma,Okmulgee,45129.3,37438
California,"Rio Dell",45122,36946
Washington,Tenino,45117,34177
Georgia,Dahlonega,45113.7,35507
Michigan,Riverview,45111,20431
Ohio,Arcanum,45107,46876
Georgia,Hahira,45104,37492
Wisconsin,Sparta,45099,41213
Nebraska,"Red Cloud",45098,33180
Tennessee,Robbins,45089.5,33913
Florida,Hawthorne,45087,35617
Washington,Seatac,45085.2,34688
Pennsylvania,"Coal Township",45083.5,34629.5
Missouri,Noel,45075,46760
Louisiana,Spearsville,45073,38723
Texas,Slaton,45072,38683
Alabama,Princeton,45068,36873
Pennsylvania,"Lock Haven",45055.5,40280.5
"North Carolina",Warrensville,45055,28576
Virginia,Hopewell,45049,35122.5
Illinois,Zion,45042,40427
Kansas,Osawatomie,45040,172540
California,Merced,45038.8,81762.7
California,"Yucca Valley",45030,31620
Oregon,Tillamook,45021.7,128194
Oklahoma,Valliant,45021.5,34119.5
Georgia,Chatsworth,44975.3,32133
Missouri,"Shell Knob",44971,35824
Ohio,Toledo,44954.8,54879.3
Michigan,"Elk Rapids",44951.3,34428.7
"New Hampshire",Peterborough,44942,37413
Oregon,Florence,44932,35109
Ohio,Portsmouth,44925.3,33867
"West Virginia","Left Hand",44921,35620
Florida,"High Springs",44916,34472
Illinois,Carterville,44915,34643
"West Virginia","Oak Hill",44914.5,163241
Vermont,"Bellows Falls",44911,300000
Virginia,Clintwood,44908,33889
Minnesota,Karlstad,44905,33796
Alabama,Jacksonville,44901,32897.3
Georgia,Bainbridge,44899,31388
Michigan,Barryton,44899,35179
"North Carolina",Bladenboro,44886.5,32643
Florida,Summerfield,44885,38003
Pennsylvania,Elkland,44884,36073
Georgia,Morrow,44877.5,35844
Georgia,Soperton,44877,45209
Kansas,Concordia,44874,33192
Wisconsin,Minong,44873,38606
Florida,Hudson,44872,32661.3
Kansas,Coldwater,44872,37283
Georgia,Cedartown,44869,27568.5
Alabama,Fayette,44868.5,34044.5
Oklahoma,Pittsburg,44865,18895
Pennsylvania,"West Hazleton",44865,36457.5
Indiana,Monon,44863,36794
Kansas,"Fort Scott",44852,37898
Michigan,"Bay City",44849.9,33964.6
Pennsylvania,Nanticoke,44844,34275.8
Kentucky,Lebanon,44843.3,32598.3
Virginia,Pembroke,44838,35676
Tennessee,Hornbeak,44837,34494
Arkansas,Tuckerman,44836,34907
Pennsylvania,Martinsburg,44835,38229
Arizona,"Mohave Valley",44820.5,49249
Tennessee,Madison,44818.2,34974
Wisconsin,Wabeno,44818,36874.5
Missouri,"Monroe City",44807,30300
Washington,"Saint John",44803,34561
"New Mexico",Clovis,44802.8,31422
Missouri,Carthage,44791,34757
"New York",Dunkirk,44787,38455.5
Pennsylvania,Saxton,44784.5,38237.5
Michigan,"Bad Axe",44783,33995
"West Virginia",Bluefield,44778,32217
Washington,"Ocean Park",44773,37479.5
"West Virginia",Sissonville,44769,36771
Ohio,"New Lexington",44756,40996
Oklahoma,Mccurtain,44753,38510
"New York",Malone,44737.5,33002.5
Texas,"Port Arthur",44730.1,30858.6
Texas,Junction,44728,27458
Idaho,Payette,44720,35340
Florida,Tamarac,44713,35761.5
Texas,Nacogdoches,44709.2,36162.2
Ohio,Nelsonville,44709,43520
Pennsylvania,Carbondale,44694,33054
Ohio,Tiltonsville,44691,34119
Georgia,Cleveland,44684,34750
Missouri,Gallatin,44653,36855
Kansas,Marion,44646,35092
Oklahoma,Chattanooga,44643,300000
Kansas,"Ft Riley",44638,39938
Michigan,Hesperia,44635,36960
Wisconsin,Whitewater,44635,110619.7
Alabama,Ashland,44628,35064
Kentucky,Wittensville,44624,34257
Pennsylvania,"State College",44617.2,35895.1
Pennsylvania,"Mc Veytown",44617,169147.5
Texas,"Rising Star",44612,33806
Arkansas,Flippin,44597.5,35455
Missouri,Warrensburg,44589,32481.3
Tennessee,Crawford,44587,34639
"West Virginia",Kingwood,44586,37044
Georgia,Rockmart,44585.5,30825.5
Illinois,Johnsonville,44585,166320.5
Illinois,"Glen Carbon",44584,37510
Mississippi,Monticello,44583,33371.3
Arizona,"Show Low",44578,31339.5
"New Mexico",Cimarron,44577.5,33870
Alabama,Millport,44572,34725
Ohio,"Maple Heights",44564,35453.5
Indiana,Kennard,44563,34687
"North Carolina",Casar,44563,30991
Oklahoma,Lexington,44560,35373
Nebraska,Minden,44559.5,44688.5
Iowa,Norway,44556,300000
"New Mexico",Texico,44555,32470
Texas,Brownwood,44553.5,35779
"New Hampshire",Stark,44553,35928
Louisiana,Chalmette,44552,32661
Florida,"N Green Acres",44551,300000
Arkansas,Berryville,44546,26266
Kansas,Russell,44545,30122
Nebraska,"Table Rock",44540,32865
Maine,"East Millinocket",44532,35405
Mississippi,Kosciusko,44511.5,33815
Montana,"Seeley Lake",44502,39694
"North Dakota",Oberon,44501,39990
Maryland,"Mt Rainier",44499,38755
Oklahoma,Fairland,44497,40102
Texas,Tyler,44496.9,33631.8
Ohio,Doylestown,44495,300000
Illinois,"Rock Falls",44491.3,34781.3
"North Carolina",Marion,44487,35506.3
Arkansas,Newark,44486.5,36437.5
Kentucky,"Stamping Ground",44479,31180
