State_Name,City,"Round(AVG(Mean),1)","Round(AVG(Median),1)"
"New Jersey",Dover,76840.5,128207.2
Massachusetts,Hyannis,76834.5,181855
"North Carolina","Holly Springs",76832,72307
"New Jersey",Lakehurst,76800,300000
Ohio,Elmore,76787,65628
Pennsylvania,"Jersey Shore",76781,64225
Georgia,Hoschton,76773,63877
Michigan,Essexville,76763,81090
"New Hampshire",Francestown,76762,67349
"New York",Highland,76737,300000
Maryland,Hebron,76731,57173
"West Virginia",Ona,76731,66920
Illinois,Reynolds,76729,300000
Tennessee,"Mt Juliet",76712.5,245205
"West Virginia",Waverly,76710,80767
Virginia,Goochland,76694.5,62625.5
Minnesota,"Brooklyn Park",76685.3,129469.7
California,Weimar,76672,64910
Indiana,Eminence,76672,71126
Tennessee,Dickson,76643.3,144695
Minnesota,Graceville,76634,65177
Washington,Elma,76632.5,168394
Minnesota,"Red Wing",76629.5,68152
Massachusetts,Amesbury,76628.5,69529
"New York","New Hartford",76613.7,145877.7
"New Jersey",Willingboro,76603.8,68316.5
Wyoming,"St Stephens",76595,63075
"New Jersey",Pemberton,76594,67184
"New Jersey",Phillipsburg,76591.2,127339
Minnesota,"West Concord",76586,66909
"New York","Big Flats",76579,300000
Kansas,Linwood,76578,65010
Colorado,Platteville,76577,61289
Connecticut,Bristol,76556,119958
"North Carolina",Stallings,76552,64614
Massachusetts,"West Yarmouth",76551.5,54579.5
Georgia,Jefferson,76551,64488
Indiana,Woodburn,76543,300000
"New York",Rhinebeck,76531,173354
Maryland,Reisterstown,76529.5,53637.5
Tennessee,Christiana,76527,65677
Illinois,Somonauk,76526,47012
Washington,"Benton City",76520.5,187601.5
"Rhode Island","Block Island",76518,300000
"New York","Queens Village",76508.3,63253.3
Arizona,Morenci,76501,71850
Illinois,"O Fallon",76489.3,68947
Virginia,Palmyra,76482,66999
Georgia,Atlanta,76480.7,74091.5
Florida,"Madeira Beach",76477.7,54155
Texas,Godley,76469,63409
Wyoming,Casper,76464,65316.5
Texas,Levelland,76462.5,64704.5
"New York",Angola,76462,68790
Michigan,Rockford,76434,63613.7
Iowa,Granger,76433.5,67052
Minnesota,Morgan,76387,64295
Pennsylvania,Bainbridge,76380,62666
Louisiana,Angola,76372,300000
Pennsylvania,Bangor,76362.3,138440
Texas,Florence,76355.5,60810.5
Texas,Lewisville,76346.8,116718.9
Pennsylvania,"New Ringgold",76345,300000
Louisiana,Watson,76343,65410
Ohio,Genoa,76324,59995
California,Whittier,76287.9,74785.1
Minnesota,"New Brighton",76278.3,64079
Massachusetts,Wales,76255.5,61018.5
Nevada,Minden,76247,186914.5
Texas,Conroe,76234.4,67136.2
California,"Arroyo Grande",76230.7,139652.7
"Rhode Island",Middletown,76219.7,63863.7
Illinois,Berwyn,76189,164177.6
Wisconsin,Sussex,76188,74567
Maryland,Emmitsburg,76187,300000
Iowa,Keosauqua,76178,51075
"New York",Spencerport,76176,62079
Michigan,Coopersville,76173,73702
Pennsylvania,Lampeter,76159,65352
Indiana,Lapel,76158,58234
Iowa,"Lone Tree",76147,61329
Wisconsin,"Port Washington",76134,66464
Colorado,Fruita,76130,73485
California,"Santa Fe Springs",76128,60661
Florida,Naples,76117.2,99219.2
"South Dakota",Mitchell,76106,187867
Colorado,Frisco,76103,64867
Maine,Salem,76097,67550
Virginia,Falmouth,76096,59922
California,Avalon,76075,72859
Pennsylvania,"Fairless Hills",76055,69920.5
"New York","Central Islip",76052,132559.3
Illinois,Rosemont,76048,55845
Indiana,Clayton,76042,62941
Virginia,Dayton,76010,63318
Hawaii,Waimanalo,76006,61802.5
"North Dakota",Crosby,75997,54348
"New York",Henrietta,75972,58463
Ohio,Perrysburg,75967.2,69811.5
Colorado,"Steamboat Springs",75965.5,56336
Michigan,Stevensville,75957.5,64088
"New Jersey","Lanoka Harbor",75956,59305
California,Monrovia,75942.2,183853.5
Indiana,"Kingsford Heights",75941,81165
Tennessee,Joelton,75940,73910
Washington,Everett,75919.9,105747.3
Illinois,Humboldt,75911,60912
California,"Forest Falls",75910,51968
Texas,Campbell,75893,59750
Wisconsin,"Fish Creek",75890,55831
Florida,Sorrento,75879,71361
"New York",Flushing,75878,98843
Pennsylvania,Etters,75867.5,182898
Minnesota,Waterville,75858,66051
"North Carolina",Kipling,75844,73455
Illinois,Addison,75830.6,111801.8
Maine,Orrington,75823,63476
Pennsylvania,"Willow Street",75814,66539
Colorado,"Usaf Academy",75793.5,68807
Washington,Pasco,75790.6,157350.8
Hawaii,Wailuku,75789.5,66528.2
Minnesota,Roseau,75779,67575
Tennessee,Smyrna,75763.5,73034.5
California,"Buena Park",75758.2,108935.8
Texas,Famersville,75756,64200
Colorado,Granby,75751,78168
Illinois,Sullivan,75736,174892.5
Iowa,Martensdale,75727,62104
"North Carolina","Banner Elk",75720,60888
Texas,Hallsville,75718,176866.5
Vermont,Berlin,75701,58149
Pennsylvania,Birdsboro,75694,62800.3
Michigan,Holly,75694,184116
Texas,Hallettsville,75692,54134
Illinois,"Clarendon Hills",75686,61956
Pennsylvania,Bendersville,75663,181151.5
Michigan,Dryden,75652,63051
Maine,Hallowell,75652,59106
Maryland,Hampstead,75648.5,69262.5
Indiana,"West Terre Haute",75643.5,300000
Michigan,Lowell,75628.7,65081
California,Thermal,75619,50524
Virginia,Mineral,75611,66155.5
Wyoming,Afton,75603,65484.5
Michigan,China,75597,143788.3
Texas,"Garden City",75580,300000
Minnesota,Houston,75572,68371
California,Nuevo,75568,71177
Pennsylvania,Saxonburg,75564.5,66914
Georgia,"Stone Mountain",75539.8,122223.8
"New York",Monticello,75537.3,68630.7
Massachusetts,Wareham,75533.7,131722
Kansas,Easton,75514,68264
Maine,"Old Orchard Beach",75495.5,48692
California,Reedley,75487,62648.7
California,Alhambra,75486.2,59440.1
Illinois,Elgin,75465.6,110239.3
Massachusetts,Millbury,75455,56087.5
Michigan,Clarklake,75430,53069
Ohio,Vandalia,75425.5,65643.5
Wisconsin,Birchwood,75419,62550
Vermont,Windsor,75416,300000
California,"Monterey Park",75413.2,99031
"North Carolina","Indian Trail",75411.5,64378.5
Minnesota,Burnsville,75411,176169.5
Ohio,Carroll,75393,69576
California,"West Sacramento",75391,300000
Iowa,Earlville,75384.5,57409.5
"South Carolina","Mt. Pleasant",75381.4,156239.8
California,"Mammoth Lakes",75375,178470.5
Wisconsin,Stoughton,75369,300000
California,Oxnard,75367.1,79347.1
Texas,Wolfforth,75367,59036.2
Washington,Custer,75366,300000
Ohio,Minster,75358,68473
Kentucky,Ekron,75341,65183
Montana,Havre,75339,159895
Connecticut,Rowayton,75319,52784
Pennsylvania,Glenolden,75315,69082.7
"New Jersey",Quinton,75313,68387
Oregon,"Finn Rock",75312,65856.5
Minnesota,Crosslake,75307,61543
Illinois,Warrensburg,75302.5,61361.5
Illinois,"Glendale Heights",75298,70031.2
Alabama,Trussville,75283,67263
Pennsylvania,Washington,75282.8,108745.5
"New Jersey",Stratford,75281.7,69838.7
"New Hampshire","Ctr. Tuftonboro",75274,66794
California,Murrieta,75272.9,93418.3
Connecticut,"West Haven",75258.8,142515.5
"New Jersey",Belleville,75256.5,125133.2
Maryland,Forestville,75255.7,65019.3
Ohio,Hamersville,75250,58379
Ohio,Lyndhurst,75247.5,52867
"North Dakota",Center,75220,69770
Missouri,Imperial,75216.7,137609
Oklahoma,Lindsay,75214,60494
"New York","Port Chester",75211.7,55535
Michigan,Perry,75202,66027
Washington,Roy,75201.5,60513
Alabama,Enterprise,75200,66732.5
Illinois,Westmont,75173.7,137040
Wyoming,Sundance,75169,50980
Texas,Canadian,75168,63302
Nebraska,Plattsmouth,75158,300000
Georgia,Ringgold,75157,64915
"New York",Montgomery,75155,66033
Massachusetts,"North Brookfield",75147,61931
"South Dakota",Harrisburg,75145,70954
Connecticut,Brookfield,75138,59849
California,"Rancho Mirage",75123,49530
Indiana,Lowell,75115.5,181749
Hawaii,Hilo,75110.5,60747.5
Oklahoma,Skiatook,75104,60455
Oklahoma,Maysville,75100,63752
"New Mexico",Eunice,75099,72896
Minnesota,Nisswa,75098,171963
Ohio,Sparta,75094.5,61838.5
Pennsylvania,Alburtis,75069,181404
Pennsylvania,Elizabeth,75061,69010
Kansas,Wellington,75050,63011
Texas,"Fort Stockton",75045,66165
"New Jersey",Galloway,75022,53724
Maine,"New Gloucester",75014,66179
Arizona,"Litchfield Park",75010.7,139198.7
Iowa,Oakland,75010,61975
Texas,Idalou,75001,61691
Pennsylvania,Hummelstown,74997.7,132737.3
Maryland,"Seat Pleasant",74993,66642.5
Ohio,Garrettsville,74963,64081
Michigan,Memphis,74963,72089
Illinois,Newark,74960.7,69693.7
Alabama,"Mount Olive",74951,65918
"New York",Gowanda,74949,65316
Massachusetts,Milford,74948.3,63325
Washington,Langley,74934,62284.3
Illinois,Monee,74922.5,300000
Massachusetts,Otis,74902,59823
Michigan,Bridgman,74888,71984
"South Dakota",Watertown,74880,170235
Maryland,"Shady Side",74878,64012
California,"Canoga Park",74876.7,94398.4
"New York",Ransomville,74855,64189
Georgia,Centerville,74854,62610
"New Jersey","Cliffside Park",74850.2,61237.5
Utah,Wellington,74844,300000
Indiana,Ireland,74839,66538
Virginia,Windsor,74835,58015
Minnesota,Murdock,74833,61319
Ohio,Atwater,74830,181374
California,Oakland,74826.1,87993.4
Florida,Viera,74822.5,180647.5
Minnesota,Fridley,74817.5,178199
Massachusetts,Whitinsville,74814,63671
Alabama,Maylene,74810.5,68487
California,Hughson,74779,56536
Montana,Conrad,74768,69099
Minnesota,"Fountain City",74760,300000
"New Mexico",Bloomfield,74755.3,66320.7
Wisconsin,Campbellsport,74752,67332
Illinois,Lombard,74734.5,138947.2
"South Carolina",Greer,74732.5,92169.5
Michigan,Richland,74723,61402
Mississippi,Collinsville,74709,69195
"New Jersey","Little Ferry",74703,69275
California,"San Juan Capistrano",74701,109386.8
California,Hayward,74699,116343.2
Illinois,Sidell,74698,63607
"North Carolina",Hickory,74689.2,61743.8
Illinois,"Lake Villa",74686.5,67479
Texas,Scurry,74664,65831
Texas,Nederland,74664,59753
Massachusetts,Lenox,74653,52344
Colorado,Arvada,74636.7,80163
Indiana,Churubusco,74624,176283.5
Washington,Littlerock,74586,73624
Minnesota,"Big Lake",74574.5,66618.5
Florida,"Winter Park",74571.8,62394.3
"New Jersey",Vineland,74567.6,104151.2
Louisiana,Pride,74567,61557
Pennsylvania,Ambler,74566,56245
"Rhode Island",Riverside,74559,57739
California,"La Jolla",74553.2,62862.5
Pennsylvania,Shoemakersville,74551,68653
Ohio,Monclova,74533,58455
"North Dakota",Hettinger,74533,56109
"New Jersey","Hasbrouck Heights",74523,59333
Pennsylvania,"North Wales",74515.5,60877.8
Massachusetts,Hatfield,74502,64735
Massachusetts,Orleans,74492,48438
Ohio,Blanchester,74492,64467
California,Dixon,74476.5,300000
Ohio,"East Canton",74475,62916
Ohio,Thompson,74473,60688
"New Jersey",Merchantville,74445,173330
Maine,York,74444,42430
Wisconsin,Shiocton,74435,66073
Pennsylvania,Penbrook,74427,56810
Wisconsin,Juda,74427,67431
"New York",Elbridge,74423,54482
Minnesota,Blaine,74418.5,69889
Washington,Auburn,74413.5,110401.5
California,"South Pasadena",74402,55405
Oregon,Molalla,74394,300000
Pennsylvania,"New Cumberland",74392.7,63791.3
Georgia,"Rock Spring",74387,62240
Illinois,Macon,74378,300000
Illinois,"Mount Morris",74374,58656
Alaska,Kodiak,74363,60544
Minnesota,Anoka,74343.2,118640
Idaho,Meridian,74342,63002.7
Delaware,Laurel,74336,57275
Ohio,"Van Buren",74321,68934
Iowa,"Orange City",74319,61005
Pennsylvania,"East Stroudsburg",74318,55746
Michigan,Charlotte,74298,66380
Oklahoma,Blanchard,74274,300000
"New York","West Chazy",74274,63649
Indiana,Arcadia,74259,82908
Florida,Baker,74247,46407
California,"Midway City",74240,59181
California,"Los Osos",74235.5,171454.5
Maine,Biddeford,74229.7,136211.3
Illinois,Mchenry,74228,300000
Maine,"South Gardiner",74215,53161
Iowa,"Sioux Center",74211,141937.3
"North Carolina",Mebane,74211,62599.5
"New Jersey",Sicklerville,74205,63813.7
California,Bonsall,74199,300000
Arizona,Buckeye,74192.2,243359.2
Oklahoma,Noble,74188.5,63309
Illinois,"Forest Park",74176,175651.5
Georgia,Vidalia,74173,65872.5
Oklahoma,Freedom,74172,182203
Illinois,Bethalto,74164.5,64077
Oregon,Portland,74163.7,92130.3
Ohio,Magnolia,74145,67040.5
Virginia,"King And Queen C H",74134,300000
"North Dakota","New Town",74129,59954
"North Carolina","Holly Ridge",74117,62393
Ohio,Miamisburg,74108.7,65724.3
Wisconsin,Poplar,74104,63829
Ohio,Oregon,74102.5,177038.5
Minnesota,Maplewood,74093,103823.4
"North Carolina","Granite Falls",74078.5,170431.5
Ohio,Hartville,74078,300000
Iowa,Early,74077,56845
Tennessee,Lascassas,74075,62972
"Rhode Island",Warwick,74073.8,88943.6
California,Reseda,74054.5,60568.5
Michigan,"New Buffalo",74046,56847
Florida,"Summerland Key",74038,64582.5
Indiana,"Columbia City",74034.3,221935
Washington,Lynden,74018.5,64810.5
Massachusetts,Provincetown,74005,59958
Pennsylvania,Brogue,73994,61712
"North Carolina",Waxhaw,73988,65379.7
"North Carolina","Moravian Falls",73987,49131
Arkansas,Emerson,73985,61539
Alaska,Unalakleet,73951,64415
Minnesota,Watertown,73946.5,59719.5
California,Fairfield,73944.9,118154.6
Illinois,Byron,73939.3,62393.3
Delaware,Odessa,73923,62626.5
California,"Santa Rosa",73909.2,76981.9
California,"Long Beach",73900.7,88051.2
Wisconsin,Salem,73900,65548
Virginia,"Penn Laird",73888,65414
Florida,"Wilton Manors",73885,82811
Montana,Lolo,73878,55912
Indiana,Bremen,73850,62402
Hawaii,Waianae,73849.4,62612.4
Illinois,Grayslake,73831.5,188831
Texas,Yorktown,73810,53291
Ohio,Ashville,73807,300000
Ohio,Dalton,73800,61915
Pennsylvania,"Kennett Square",73797.5,57122.5
"New York",Cortland,73793.7,129640.7
Hawaii,Kealakekua,73773.5,62481.5
Michigan,"Fort Gratiot",73762,60156
Illinois,"Hanover Park",73739.5,184198.5
Pennsylvania,"New Tripoli",73738.5,183182.5
"New Jersey","Old Bridge",73734,63064
Texas,Bacliff,73698,58263.5
California,Helendale,73676,68209
"New Jersey",Hightstown,73676,300000
California,Tuolumne,73658.5,67619
Massachusetts,Nahant,73644,27757
"South Dakota","Elk Point",73642.5,58491
Iowa,Nashua,73642,300000
Hawaii,Honokaa,73627.3,63833.7
California,Escondido,73626.1,97756.5
Ohio,"Milford Center",73622,65253
Massachusetts,Becket,73612,64745
"North Carolina",Trinity,73612,59197
California,Vista,73599.1,64028.9
California,Burbank,73593.4,105849.9
Wisconsin,"East Troy",73591,64581
Illinois,Minonk,73578,68865
Idaho,Hayden,73573,65555
Washington,Davenport,73558,59609
Texas,Grandview,73549,62686
Pennsylvania,Mountville,73548,64455
California,"Knights Ferry",73534,60401
Ohio,"Cleveland Heights",73524.6,79750
"North Dakota",Adams,73519,57151
"New York","East Elmhurst",73509.2,176197.7
Hawaii,Waikoloa,73504,61989
Pennsylvania,Shillington,73503.5,66256
"West Virginia",Ranson,73503,60846
Illinois,Paxton,73486,60512
Massachusetts,"East Falmouth",73485,300000
Oklahoma,Rose,73471,300000
"New York",Ilion,73469,65609
"New York",Albion,73450,66796
Texas,Dilley,73436,300000
Massachusetts,Bernardston,73433,66948
Florida,Pace,73432.5,67651.5
Georgia,"Ball Ground",73421,62714
California,"Santa Ana",73419.9,102494
Kentucky,Independence,73417,300000
California,"Carmel Valley",73412,78216
"New York","Livingston Manor",73409,300000
Louisiana,"Pierre Part",73405,70344
Texas,Giddings,73402,64920
Michigan,"Harper Woods",73394.5,171858.5
California,"Santa Cruz",73391.2,88522.1
Michigan,Rockwood,73379.5,65670
Oregon,Milwaukie,73378,67493.5
Florida,"Saint Johns",73375.5,66559.3
Michigan,"Traverse City",73362.1,121565.8
Florida,Valrico,73354,61928.6
Michigan,Linden,73349,64394.3
Michigan,Fremont,73343,58311
Illinois,"Vernon Hills",73340,51711
Illinois,"South Holland",73331.7,58873
Kansas,Goodland,73328,58237
Ohio,Millersport,73327,46918
Iowa,Maquoketa,73326,66069
Maryland,Tilghman,73311,61679
"New Jersey","Ocean Gate",73310,70087
Indiana,Trafalgar,73309,68871
Indiana,Franklin,73304.2,121599
Georgia,Lizella,73300,67078
Virginia,Keswick,73298,45129
Texas,China,73297,45914
Illinois,Bellwood,73287,300000
Hawaii,Pukalani,73274,68652
Maine,Greene,73268,64401
"New Mexico",Moriarty,73265,121067.2
Illinois,"Custer Park",73258,68829
Delaware,Lewes,73248,52030.5
Ohio,"New Madison",73248,73660
Ohio,Lexington,73245.5,61597.5
Pennsylvania,Milton,73243,70576
California,Brea,73237.3,60939.3
Florida,Plantation,73231.9,121995.9
"North Carolina","West End",73227,60111
Iowa,Newton,73222.3,143906.7
Nebraska,"La Vista",73203.5,300000
California,Placerville,73195.8,55445.6
Tennessee,Ridgetop,73191.3,66616.3
Pennsylvania,Coraopolis,73181.7,59456.3
Minnesota,"Howard Lake",73179,63149
Montana,Helena,73163.3,127074.4
Minnesota,"Circle Pines",73161,64645.5
California,Salinas,73160.4,122695.8
Texas,Georgetown,73155.2,103579.2
Texas,Kermit,73154,50863
Colorado,"Lone Tree",73149,61534
Indiana,Remington,73122,66905
Illinois,Willowbrook,73117,56904
"Rhode Island","Hope Valley",73111,300000
Virginia,Charlottesville,73104.2,77336.4
Minnesota,Lindstrom,73083,63158
Wisconsin,"Prairie Du Sac",73072,59775
Florida,Alva,73064,57012
Florida,Sarasota,73028.6,81296
Pennsylvania,Glenshaw,73012.5,62661.5
Georgia,Rincon,73000.5,61475.5
Kentucky,Georgetown,72999.8,101767.8
Pennsylvania,Kresgeville,72996,62897
"New Jersey",Woodbine,72986,66550
Michigan,"Big Bay",72972,48589
Nebraska,Jackson,72965.5,63885.5
Illinois,Newton,72948,65787.5
Massachusetts,Bournedale,72932,60553
"New York",Williamson,72929.5,59731.5
Connecticut,Oakville,72927.5,59756
Florida,Rockledge,72923,53812
Georgia,Emerson,72920.5,56461
"New Jersey",Manville,72918,60813
California,"City Of Industry",72912,61765
Pennsylvania,Towanda,72908,60478
Delaware,Woodside,72904.5,61568.5
Pennsylvania,Leechburg,72894,56448
"New Jersey",Lawrenceville,72887,54319.5
Washington,"Trout Lake",72854,63329
Wisconsin,"Lake Geneva",72853,59308
Michigan,Dimondale,72846,300000
Ohio,"South Euclid",72839.5,55548.5
Washington,Rainier,72835,66252.5
Florida,Sanibel,72828,51658
Ohio,Harrison,72820,65267
Utah,Bountiful,72815.5,126531.5
Missouri,Chamois,72811,60332
"New York",Derby,72810,300000
California,Benton,72792,64809.5
Minnesota,Melrose,72787,59804.5
"New York",Middletown,72784,65066.6
Florida,"Boynton Beach",72778.2,101273
"New York","Slaterville Springs",72777,56161
Texas,Hutto,72769,65639
Pennsylvania,Fleetwood,72765,64587
California,Janesville,72742,56751
Iowa,Carlisle,72728,180023
Tennessee,Murfreesboro,72714.5,102936.9
Vermont,Franklin,72697,65201
Alabama,Northport,72677.3,68052.3
Tennessee,Denmark,72666,52981
Pennsylvania,Bellwood,72652,70015
Washington,Aberdeen,72647,80209
Minnesota,"Inver Grove Heights",72643.5,186540.5
"New York",Youngstown,72638,57895
Nebraska,Sidney,72635,61517
Wisconsin,Columbus,72631,59363
Illinois,Serena,72629,300000
"New Hampshire",Rochester,72618,137071.7
Pennsylvania,Paradise,72609,63888
California,Lemoore,72600,187279.5
"New Hampshire",Wilton,72593.5,184182.5
Ohio,Sarahsville,72590,54941
"New York","New Lebanon",72573,62655
Illinois,Broadlands,72568,65101
Pennsylvania,"Dingmans Ferry",72562.8,64766.2
Texas,Hockley,72562,67197.5
Georgia,Newnan,72561.7,62475.7
Virginia,Montvale,72546,300000
California,Davis,72537.8,56501.6
Michigan,Berkley,72531,66125
California,"Santa Paula",72520.3,58141.3
Michigan,Avoca,72520,61585
Oklahoma,Choctaw,72503.2,66340.5
Tennessee,Munford,72501,62916
California,"Rancho Cucamonga",72495.2,59902
"South Dakota",Flandreau,72490,59654
Illinois,Orion,72483,65373
Illinois,Morris,72476,66257
"New York",Bayside,72475.9,139716.5
Kansas,Leoti,72460,59800
Washington,Wenatchee,72449.7,56226.3
Ohio,Caledonia,72437,300000
Michigan,Negaunee,72425,57163
"South Carolina","Murrells Inlet",72423.5,56081.5
Ohio,Strongsville,72423,62880
California,Aptos,72422.4,112938.6
California,Bellflower,72411.4,85877.9
California,Anaheim,72411,124430.6
"New Jersey",Hamilton,72409.3,191421.7
Texas,Groves,72405,58285
Texas,Guthrie,72402,58787
Ohio,West,72397.5,60823
Wisconsin,"Elk Mound",72367,60598
Connecticut,Enfield,72357.3,62684.2
Michigan,"New Boston",72351.5,64979.5
Ohio,Ottoville,72351,64830
California,"San Fernando",72350.5,64916.5
Massachusetts,Salisbury,72345,57283
"New Jersey",Branchville,72336,68300
Illinois,Odell,72320.5,63802
Michigan,Laingsburg,72311.5,59164
Wisconsin,"Mineral Point",72307,65752
Arkansas,Hackett,72302,55632
Alabama,"Phil Campbell",72297,300000
Massachusetts,Salem,72287.8,60446.2
Washington,"La Center",72281,62194
Maryland,Cambridge,72262.5,63463
Indiana,Leopold,72262,300000
